"Input","Target","Progression"
"We are doing our absolute best to provide him with the best possible care.","It doesn't feel like it. He's still so sick, and you have no answers.","I"
"We'll have a better idea of the situation once we have all the results.","That's what you said hours ago. I can't take this uncertainty anymore","I"
"I know this is a stressful time, but we'll keep you updated every step of the way.","Stressful. It's more than stressful. It's terrifying. What if those results are bad","I"
"She's not responding to the medication as well as we'd hoped.","What does that even mean. Why isn't she getting better","N"
"It means we need to explore other treatment options and adjust her care plan.","What other options. Why weren't those used in the first place","I"
"We're trying our best to find the most effective course of action.","Your best isn't good enough. I need to see some actual progress.","I"
"I understand your anger and frustration. We're all feeling the pressure here.","Pressure. You think you have pressure. Try being the one who loves her and is watching her suffer","I"
"We'll continue to monitor her closely and make any necessary changes to her treatment.","That's not enough. You need to do more than just monitor her. You need to fix this","I"
"The surgery went well, but there were some complications.","Complications. What complications. You said the surgery would be straightforward","I"
"It's not unusual to encounter unexpected issues during a procedure.","Unexpected. How can you not have anticipated this. This is your job","I"
"We're addressing the complications and are confident we can manage them.","Confident. You can't be confident when you didn't even foresee the problem","I"
"We're doing everything we can to ensure his recovery is as smooth as possible.","Everything you can. That doesn't fill me with confidence. What exactly are you doing","I"
"We'll keep you updated on his progress and address any concerns you have.","That's not good enough. I need assurance, not just updates and vague promises.","I"
"He's not regaining consciousness as quickly as we expected.","What's wrong with him. You said he'd be awake by now","N"
"It's not uncommon for recovery times to vary. We're monitoring him closely.","Monitoring him. That's not enough. He needs to wake up","I"
"We're doing everything we can to support his recovery.","Why is he still unconscious. What are you doing to help him","I"
"It's too early to say anything definitive, but we're cautiously optimistic.","Cautiously optimistic. That doesn't sound good. I need answers","I"
