"Input","Target","Progression"
"We're exploring all possibilities and consulting with specialists to ensure we're covering all bases.","That's somewhat reassuring, but the uncertainty is unbearable. What if time is running out","I"
"We're working as quickly as possible, but we also need to be methodical in our approach.","I'm trying to trust the process, but the fear is overwhelming.","D"
"We understand your anxiety. We'll keep you informed every step of the way.","Thank you. I need to believe they're going to be okay.","N"
"There's been some internal bleeding, we're working to stabilize them.","Internal bleeding. How serious is it. This sounds terrifying.","N"
"It's a serious situation, but our team is highly skilled and doing everything they can.","I can't lose them, doctor. They're my family.","I"
"We're doing our absolute best to control the bleeding and stabilize their condition.","I understand, but the fear is crippling. What are the chances they'll pull through","I"
"We're taking it one step at a time right now. It's too early to talk about chances.","I know this is a lot to ask, but. I need some hope. Anything.","D"
"They're a fighter. We're seeing some positive response to the treatment.","Thank you, doctor. That's what. I needed to hear.","N"
"They're not responding to the treatment as we'd hoped.","What does that mean. What happens now. I'm scared.","N"
"It means we need to explore other options, adjust our approach based on their response.","What if there are no other options. The thought of losing them is unbearable.","I"
"We won't give up. We'll continue to fight for them and explore every avenue available.","I appreciate that, but. I can't help but feel like things are slipping away.","I"
"We understand your feelings, but it's important to stay strong for them.","You're right. I need to be there for them, no matter what.","D"
"We're here to support you both through this challenging time. Don't hesitate to reach out.","Thank you, doctor. I'm trying to hold onto hope.","N"
"We've done all we can, but their condition is deteriorating rapidly.","No, no, no. This can't be happening. They can't be...","N"
"I know this is incredibly difficult to hear. We're here for you.","I don't understand. What does this mean. Will they be okay","I"
"We're doing everything we can to make them comfortable at this stage.","Comfortable. What are you saying. I'm losing them, aren't. I","I"
"We'll continue to provide care and support, but their prognosis is poor.","I don't want to accept this. I can't imagine life without them.","D"
"We understand this is a devastating situation. We're here to offer whatever support we can.","Thank you, doctor. I just need a moment.","N"
"We need to discuss endoflife care options. It's important to be prepared.","Endoflife care. Is it really that bad. I'm not ready for this.","N"
"We understand this is incredibly difficult, but it's important to have these conversations.","But. I can't lose them. They're too young, too full of life. It's not fair.","I"
"It's natural to feel this way. It's a painful and unfair situation.","I just want them to get better. I'm not ready to say goodbye.","I"
"We understand, and we're here to support you through this process.","I don't know how to do this. I'm terrified of losing them.","D"
"We're monitoring them closely and will keep you updated.","Thank you, Doctor. I just can't bear the thought of losing them.","I"
"Try not to worry too much. They're in good hands.","I'm trying, but. I can't help but imagine the worst.","I"
"I understand it's difficult, but try to focus on the positive. We'll know more soon.","It's hard to be positive when. I don't know what's happening.","I"
