"Input","Target","Progression"
"We're not giving up, and neither should you.","I'm trying to be strong, but this feels impossible to fight.","I"
"I know this is hard, but you need to hold onto hope.","Hope. How can. I have hope when it feels like everything is falling apart","I"
"We've had a setback. The surgery didn't go as smoothly as we'd hoped.","Oh no... what does that mean. Will they be okay","N"
"We're monitoring them closely, but there are complications.","Complications. What kind of complications. You have to tell me","I"
"It's still early to say for sure, but we're concerned about their recovery.","I don't understand. Yesterday you said everything went well. How could this happen","I"
"We're doing everything we can to address the situation.","It's not enough. I need to know they're going to be alright","I"
"We're hopeful, but we need to be prepared for a longer recovery.","This isn't right. None of this is right","I"
"The treatment isn't working as we expected. We need to discuss other options.","Other options. What other options are there","N"
"We're considering a different approach, but it comes with risks.","Risks. We've already come this far. We have to try","D"
"We understand your urgency, but we need to weigh the potential benefits against the dangers.","But what if this new treatment doesn't work either. What then","I"
"We're exploring every avenue to help them get better.","It just feels like we're running out of time...and options.","I"
"We're committed to doing everything we can, and we need you to be strong.","I'm trying, doctor. Believe me, I'm trying.","I"
"We're seeing signs of organ failure. It's a serious development.","Organ failure... what does that mean. How serious are we talking","N"
"It means their body is struggling, and we need to act quickly.","What can you do. Is there anything that can be done","D"
"We're exploring all options, but the situation is critical.","Critical... that sounds bad. How bad is it, really","I"
"We're doing everything in our power, but we need to prepare for the possibility...","Possibility of what. Tell me","I"
"The possibility that they might not make it.","No... no, you're wrong. They can't... They won't.","I"
"Their heart rate is dropping. We're doing everything we can, but...","But what. What's happening","N"
"We're concerned. Their condition is deteriorating rapidly.","Deteriorating. How fast. What are you doing to stop it","I"
"We're doing everything we can, but we need to be realistic.","Realistic. What does that even mean. Just tell me the truth","I"
"It means the situation is extremely critical. We're reaching a point...","A point of no return. Is that what you're saying","I"
"We're doing everything we can.","I know, I just...I can't lose him, doctor.","I"
"He's fighting, and that's what matters right now.","But what if he doesn't make it. What am. I supposed to do","I"
"We have to stay positive. He needs us to be strong.","I'm trying, I really am. It's just hard.","I"
"I know this is hard. But we're here with you, every step of the way.","Thank you, doctor. That means a lot.","D"
"She's in a stable condition at the moment.","But she's still not awake","N"
"No, I'm afraid not. It's too early to say when she might regain consciousness.","This is just a nightmare. She was perfectly fine yesterday.","I"
"We're monitoring her closely. We'll know more soon.","I just...I need to see her open her eyes again.","I"
"I understand. We'll do everything we can to make that happen.","She has to wake up. We have so much planned, she can't leave me now.","I"
"I know this is incredibly hard. We're here to support you both.","Thank you. I just need her to be okay.","D"
"I'm sorry, but there's been no change.","No change. But it's been days","N"
"His condition remains critical. We're continuing to provide the best possible care.","What does that even mean. Is he getting better","I"
